timestamp,PIR,FOTORES,OCCUPIED?
2020-11-05 10:47:30.960578,0,1,0
2020-11-05 10:47:31.961896,0,1,0
2020-11-05 10:47:32.963227,0,1,0
2020-11-05 10:47:33.964554,0,1,0
2020-11-05 10:47:34.965868,0,1,0
2020-11-05 10:47:35.967186,0,1,0
2020-11-05 10:47:36.968520,0,1,0
2020-11-05 10:47:37.969847,0,1,0
2020-11-05 10:47:38.971178,0,1,0
2020-11-05 10:47:39.972506,0,1,0
2020-11-05 10:47:40.973832,0,1,0
2020-11-05 10:47:41.975149,0,1,0
2020-11-05 10:47:42.976464,0,1,0
2020-11-05 10:47:43.977785,0,1,0
2020-11-05 10:47:44.979104,0,1,0
2020-11-05 10:47:45.980418,0,1,0
2020-11-05 10:47:46.981738,0,1,0
2020-11-05 10:47:47.983096,0,1,0
2020-11-05 10:47:48.984428,0,1,0
2020-11-05 10:47:49.985753,0,1,0
2020-11-05 10:47:50.987070,0,1,0
2020-11-05 10:47:51.988401,0,1,0
2020-11-05 10:47:52.989728,0,1,0
2020-11-05 10:47:53.991056,0,1,0
2020-11-05 10:47:54.992412,0,1,0
2020-11-05 10:47:55.993754,0,1,0
2020-11-05 10:47:56.995080,0,1,0
2020-11-05 10:47:57.996376,0,1,0
2020-11-05 10:47:58.997736,0,1,0
2020-11-05 10:47:59.999062,0,1,0
2020-11-05 10:48:01.000393,0,1,0
2020-11-05 10:48:02.001710,0,1,0
2020-11-05 10:48:03.003076,0,1,0
2020-11-05 10:48:04.004403,0,1,0
2020-11-05 10:48:05.005761,0,1,0
2020-11-05 10:48:06.007256,0,1,0
2020-11-05 10:48:07.008632,0,1,0
2020-11-05 10:48:08.009999,0,1,0
2020-11-05 10:48:09.011394,0,1,0
2020-11-05 10:48:10.012749,0,1,0
2020-11-05 10:48:11.014113,0,1,0
2020-11-05 10:48:12.015431,0,1,0
2020-11-05 10:48:13.016756,0,1,0
2020-11-05 10:48:14.018077,0,1,0
2020-11-05 10:48:15.019433,0,1,0
2020-11-05 10:48:16.020755,0,1,0
2020-11-05 10:48:17.022069,0,1,0
2020-11-05 10:48:18.023428,0,1,0
2020-11-05 10:48:19.024791,0,1,0
2020-11-05 10:48:20.026115,0,1,0
2020-11-05 10:48:21.027448,0,1,0
2020-11-05 10:48:22.028768,0,1,0
2020-11-05 10:48:23.030175,0,1,0
2020-11-05 10:48:24.031496,0,1,0
2020-11-05 10:48:25.032842,0,1,0
2020-11-05 10:48:26.034158,0,1,0
2020-11-05 10:48:27.035490,0,1,0
2020-11-05 10:48:28.036780,0,1,0
2020-11-05 10:48:29.038107,0,1,0
2020-11-05 10:48:30.039435,0,1,0
2020-11-05 10:48:31.040792,0,1,0
2020-11-05 10:48:32.042120,0,1,0
2020-11-05 10:48:33.043433,0,1,0
2020-11-05 10:48:34.044755,0,1,0
2020-11-05 10:48:35.046080,0,1,0
2020-11-05 10:48:36.047410,0,1,0
2020-11-05 10:48:37.048734,0,1,0
2020-11-05 10:48:38.050096,0,1,0
2020-11-05 10:48:39.051510,0,1,0
2020-11-05 10:48:40.052869,0,1,0
2020-11-05 10:48:41.054194,0,1,0
2020-11-05 10:48:42.055518,0,1,0
2020-11-05 10:48:43.056876,0,1,0
2020-11-05 10:48:44.058197,0,1,0
2020-11-05 10:48:45.059551,0,1,0
2020-11-05 10:48:46.060878,0,1,0
2020-11-05 10:48:47.062221,0,1,0
2020-11-05 10:48:48.063566,0,1,0
2020-11-05 10:48:49.064929,0,1,0
